Respondent_ID,Q01_Age_Group,Q02_Gender,Q03_Region,Q04_City_Tier,Q05_Monthly_Income,Q06_Household_Size,Q07_Occupation,Q08_Purchase_Motivation_Top2,Q09_Traditional_Crafts_Owned,Q10_Gifting_Occasions,Q11_Gift_Budget_Per_Occasion,Q12_Puja_Frequency,Q13_Last_Purchase_Recency,Q14_Purchase_Frequency_12M,Q15_Historical_Spend_12M,Q16_Product_Category_Interest,Q17_Pooja_Set_Budget,Q17b_Kansa_Dinner_Set_Budget,Q_Preferred_Shopping_Channel,Q18_Top2_Reasons_Buying_Brass,Q19_Current_Buying_Source,Q20_Trust_Moradabad_1to5,Q21_Barrier_Removal_Top2,Q22_Preferred_Offer_Type,Q23_NPS_Score_1to5,Q24_Future_Annual_Spend_TARGET,Q25_Purchase_Likelihood_TARGET,Q_Open_Text_Brass_Meaning
PTMB0386,45-59 years,Female,South India,Tier-3 town,Rs 40001-75000,3-4 people (small nuclear),Salaried - Private sector,Sustainability|Value for money,Antique/vintage collectibles|Handcrafted jewellery,Corporate gifting|Diwali|Housewarming (Griha Pravesh),Rs 1500-3500,A few times a week,6-12 months ago,0 times,Rs 0 (did not buy),"Curated Corporate Gift Sets (hampers, premium branded packaging)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Above Rs 15000,Rs 7000-15000,Amazon or Flipkart,Gifting value|Investment and heirloom value,No - want to buy but no trusted brand yet,4,30-day easy return/replacement/refund guarantee|Purity/authenticity certificate (NABL lab),Buy more save more (any 3 items 20% off),1.0,Under Rs 1000,Probably yes - explore and very likely purchase,"I associate brass with tradition, warmth, and Indian identity."
PTMB0387,25-34 years,Male,North-East India,Tier-2 city,Prefer not to disclose,3-4 people (small nuclear),Homemaker,Health & wellness|Sustainability,None,Birthdays and anniversaries|Corporate gifting|Diwali|Housewarming (Griha Pravesh),Rs 500-1500,Every single day,6-12 months ago,1-2 times,Rs 8001-20000,"Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 4000-8000,Above Rs 30000,Word of mouth/referral,Aesthetic beauty|Health and Ayurvedic benefits,Yes - Amazon/Flipkart (unbranded/generic),4,Purity/authenticity certificate (NABL lab)|Videos of handcrafting by Moradabad artisans,Custom engraving/personalisation,5.0,Rs 8001-20000,Definitely yes - buy within first month,It connects me to my roots and to the artisans of India.
PTMB0388,18-24 years,Female,North India,Tier-3 town,Rs 20000-40000,7+ people (large joint family),Business owner/Entrepreneur,Status & luxury|Value for money,Woodcraft/hand-carved wooden items,Birthdays and anniversaries|Diwali|Housewarming (Griha Pravesh)|Weddings,Rs 500-1500,Only on weekends,1-3 months ago,6-10 times,Rs 1-1000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Under Rs 500,Under Rs 1000,Instagram/Facebook social commerce,Cultural and religious significance|Support Indian artisans,"Yes - premium online brand (P-TAL, CopperStudio, Ellementry)",3,Low-cost trial kit/sample set|Verified customer reviews with photos,Bundle deal (puja set + water vessel at combined price),4.0,Rs 20001-50000,Maybe - need to see quality and pricing first,It is the purest metal for puja and daily rituals in our family.
PTMB0389,45-59 years,Female,North India,Metro city,Rs 40001-75000,7+ people (large joint family),Retired,Craft & artistry|Health & wellness,None,Weddings,Rs 1500-3500,Every single day,6-12 months ago,6-10 times,Rs 3001-8000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)",Rs 500-1500,Rs 15000-30000,YouTube/influencer recommendation,Health and Ayurvedic benefits|Sustainability,Yes - local shops/wholesale/roadside,4,30-day easy return/replacement/refund guarantee|Low-cost trial kit/sample set,Early member access (limited-edition drops),3.0,Rs 20001-50000,Probably not - have trusted alternatives,Brass is elegant - it elevates the aesthetic of any home instantly.
PTMB0390,45-59 years,Female,North India,Tier-2 city,Below Rs 20000,7+ people (large joint family),Salaried - Private sector,Cultural pride|Sustainability,Antique/vintage collectibles|Handcrafted jewellery,Corporate gifting|Diwali|Navratri/Durga Puja/Pongal/regional festivals,Under Rs 500,A few times a week,6-12 months ago,1-2 times,Rs 3001-8000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 7000-15000,Amazon or Flipkart,Gifting value|Sustainability,Yes - local shops/wholesale/roadside,2,30-day easy return/replacement/refund guarantee|Brass care and maintenance guide included,Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),2.0,Under Rs 1000,Definitely not - category not relevant,"I associate brass with tradition, warmth, and Indian identity."
PTMB0391,60 years and above,Male,North India,Metro city,Rs 40001-75000,7+ people (large joint family),Homemaker,Aesthetics|Craft & artistry,Brass or copper items|Handmade pottery/terracotta|Tribal or folk art,Birthdays and anniversaries|Housewarming (Griha Pravesh)|Navratri/Durga Puja/Pongal/regional festivals,Rs 3500-7000,A few times a week,6-12 months ago,1-2 times,Rs 3001-8000,"Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 4000-8000,Rs 15000-30000,Local retail store,Aesthetic beauty|Gifting value,No - do not buy brass/traditional products,5,30-day easy return/replacement/refund guarantee|Brass care and maintenance guide included,Buy more save more (any 3 items 20% off),5.0,Rs 1000-3000,Probably not - have trusted alternatives,Brass is elegant - it elevates the aesthetic of any home instantly.
PTMB0392,25-34 years,Male,South India,Tier-2 city,Below Rs 20000,5-6 people (medium family),Retired,Aesthetics|Value for money,Handcrafted jewellery|Silver pooja items/silverware|Stone craft items,Birthdays and anniversaries|Diwali|Housewarming (Griha Pravesh)|Rarely or never give gifts,Rs 500-1500,A few times a week,Never bought,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)|Curated Corporate Gift Sets (hampers, premium branded packaging)",Under Rs 500,Rs 3000-7000,Brand website (direct online),Aesthetic beauty|Gifting value,Yes - Amazon/Flipkart (unbranded/generic),5,Purity/authenticity certificate (NABL lab)|Verified customer reviews with photos,Free premium gift wrapping + handwritten note,3.0,Rs 1000-3000,Probably not - have trusted alternatives,Brass is elegant - it elevates the aesthetic of any home instantly.
PTMB0393,25-34 years,Male,South India,Tier-3 town,Above Rs 300000,5-6 people (medium family),Homemaker,Craft & artistry|Value for money,None,Corporate gifting|Housewarming (Griha Pravesh)|Navratri/Durga Puja/Pongal/regional festivals|Weddings,Above Rs 15000,Every single day,6-12 months ago,0 times,Rs 0 (did not buy),"Brass Water Vessels (lotas, surahi-style jars, storage vessels)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 4000-8000,Rs 3000-7000,Brand website (direct online),Aesthetic beauty|Health and Ayurvedic benefits,Yes - local shops/wholesale/roadside,1,Purity/authenticity certificate (NABL lab)|Videos of handcrafting by Moradabad artisans,Custom engraving/personalisation,2.0,Rs 20001-50000,Probably yes - explore and very likely purchase,Brass reminds me of my grandmother's kitchen and feels like home.
PTMB0394,45-59 years,Male,North India,Tier-3 town,Rs 75001-150000,5-6 people (medium family),Freelancer/Self-employed,Health & wellness|Value for money,Antique/vintage collectibles|Handloom/block-printed home textiles|Handmade pottery/terracotta|Tribal or folk art,Corporate gifting,Rs 3500-7000,Every single day,6-12 months ago,1-2 times,More than Rs 20000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Brass Water Vessels (lotas, surahi-style jars, storage vessels)",Rs 8000-15000,Rs 3000-7000,Amazon or Flipkart,Cultural and religious significance|Support Indian artisans,"Yes - premium online brand (P-TAL, CopperStudio, Ellementry)",4,30-day easy return/replacement/refund guarantee|Videos of handcrafting by Moradabad artisans,Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),4.0,Rs 8001-20000,Definitely yes - buy within first month,Brass is elegant - it elevates the aesthetic of any home instantly.
PTMB0395,25-34 years,Female,Central India,Village or rural area,Rs 75001-150000,1-2 people (nuclear),Student,Cultural pride|Value for money,Antique/vintage collectibles|Tribal or folk art,Navratri/Durga Puja/Pongal/regional festivals,Rs 500-1500,Only on festivals,6-12 months ago,3-5 times,Rs 8001-20000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)",Rs 4000-8000,Rs 15000-30000,Local retail store,Aesthetic beauty|Cultural and religious significance,Yes - local shops/wholesale/roadside,4,"Low-cost trial kit/sample set|Transparency on sourcing (which artisan, which workshop)",Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),3.0,Rs 3001-8000,Maybe - need to see quality and pricing first,It is the purest metal for puja and daily rituals in our family.
PTMB0396,60 years and above,Male,East India,Metro city,Rs 75001-150000,5-6 people (medium family),Salaried - Government/PSU,Cultural pride|Sustainability,Silver pooja items/silverware|Stone craft items|Woodcraft/hand-carved wooden items,Baby showers/naming ceremonies|Corporate gifting|Diwali|Weddings,Rs 1500-3500,Only on festivals,6-12 months ago,3-5 times,Rs 1001-3000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Curated Corporate Gift Sets (hampers, premium branded packaging)",Rs 8000-15000,Rs 3000-7000,Wholesale/direct from artisan,Health and Ayurvedic benefits|Support Indian artisans,Yes - local shops/wholesale/roadside,4,30-day easy return/replacement/refund guarantee|Verified customer reviews with photos,Loyalty reward points,4.0,Rs 1000-3000,Probably not - have trusted alternatives,It connects me to my roots and to the artisans of India.
PTMB0397,45-59 years,Male,North India,Tier-2 city,Rs 40001-75000,5-6 people (medium family),Homemaker,Aesthetics|Value for money,Handcrafted jewellery|Stone craft items,Diwali|Housewarming (Griha Pravesh),Rs 3500-7000,A few times a week,3-6 months ago,0 times,Rs 0 (did not buy),"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)",Rs 1500-4000,Rs 3000-7000,Local retail store,Aesthetic beauty|Health and Ayurvedic benefits,Yes - local shops/wholesale/roadside,4,30-day easy return/replacement/refund guarantee|Purity/authenticity certificate (NABL lab),Free premium gift wrapping + handwritten note,5.0,Rs 1000-3000,Probably yes - explore and very likely purchase,
PTMB0398,25-34 years,Male,North India,Tier-2 city,Rs 40001-75000,5-6 people (medium family),Salaried - Private sector,Aesthetics|Cultural pride,Brass or copper items|Handmade pottery/terracotta|Tribal or folk art,Birthdays and anniversaries|Corporate gifting,Rs 1500-3500,A few times a week,More than 1 year ago,1-2 times,Rs 1001-3000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|None of these interest me",Rs 4000-8000,Rs 1000-3000,Instagram/Facebook social commerce,Aesthetic beauty|Sustainability,Yes - local shops/wholesale/roadside,5,30-day easy return/replacement/refund guarantee|Purity/authenticity certificate (NABL lab),Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),4.0,Under Rs 1000,Maybe - need to see quality and pricing first,Brass is elegant - it elevates the aesthetic of any home instantly.
PTMB0399,45-59 years,Female,North India,Tier-2 city,Rs 150001-300000,5-6 people (medium family),Business owner/Entrepreneur,Aesthetics|Cultural pride,Brass or copper items|Woodcraft/hand-carved wooden items,Weddings,Rs 3500-7000,Only on weekends,3-6 months ago,1-2 times,Rs 8001-20000,"Brass Urli and Home Decor (urlis, planters, wall art, showpieces)|Curated Corporate Gift Sets (hampers, premium branded packaging)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 4000-8000,Rs 15000-30000,Word of mouth/referral,Gifting value|Sustainability,Yes - local shops/wholesale/roadside,4,"Transparency on sourcing (which artisan, which workshop)|Videos of handcrafting by Moradabad artisans",Loyalty reward points,5.0,Rs 3001-8000,Probably yes - explore and very likely purchase,Brass is elegant - it elevates the aesthetic of any home instantly.
PTMB0400,45-59 years,Female,North India,Semi-rural area,Above Rs 300000,5-6 people (medium family),Salaried - Private sector,Health & wellness|Sustainability,None,Baby showers/naming ceremonies|Birthdays and anniversaries|Diwali|Housewarming (Griha Pravesh),Rs 3500-7000,Most days (5-6 days a week),3-6 months ago,3-5 times,Rs 3001-8000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Curated Corporate Gift Sets (hampers, premium branded packaging)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 8000-15000,Rs 15000-30000,Local retail store,Cultural and religious significance|Status and refined taste,Yes - local shops/wholesale/roadside,5,Purity/authenticity certificate (NABL lab)|Verified customer reviews with photos,Bundle deal (puja set + water vessel at combined price),5.0,Rs 20001-50000,Probably yes - explore and very likely purchase,I think of Diwali diyas and temple bells when I hear the word brass.
PTMB0401,18-24 years,Male,North India,Tier-3 town,Rs 40001-75000,3-4 people (small nuclear),Homemaker,Sustainability|Value for money,Handmade pottery/terracotta,Birthdays and anniversaries|Corporate gifting|Diwali|Housewarming (Griha Pravesh),Rs 500-1500,Every single day,6-12 months ago,1-2 times,More than Rs 20000,None of these interest me,Rs 1500-4000,Rs 15000-30000,Brand website (direct online),Health and Ayurvedic benefits|Support Indian artisans,Yes - directly from artisans/craft fairs,4,"Purity/authenticity certificate (NABL lab)|Transparency on sourcing (which artisan, which workshop)",Custom engraving/personalisation,3.0,Rs 3001-8000,Maybe - need to see quality and pricing first,Brass represents the golden legacy of Indian craftsmanship.
PTMB0402,45-59 years,Male,West India,Semi-rural area,Above Rs 300000,3-4 people (small nuclear),Business owner/Entrepreneur,Cultural pride|Social validation,Antique/vintage collectibles|Handloom/block-printed home textiles|Stone craft items|Tribal or folk art,Baby showers/naming ceremonies|Diwali,Rs 1500-3500,Only on festivals,3-6 months ago,1-2 times,Rs 3001-8000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 4000-8000,Above Rs 30000,Local retail store,Aesthetic beauty|Cultural and religious significance,Yes - local shops/wholesale/roadside,2,"Low-cost trial kit/sample set|Transparency on sourcing (which artisan, which workshop)",Buy more save more (any 3 items 20% off),4.0,Rs 1000-3000,Definitely not - category not relevant,To me brass is just a metal - I prefer stainless steel honestly.
PTMB0403,35-44 years,Male,North India,Metro city,Rs 40001-75000,3-4 people (small nuclear),Salaried - Government/PSU,Cultural pride|Value for money,Handloom/block-printed home textiles|Silver pooja items/silverware,Birthdays and anniversaries|Diwali|Housewarming (Griha Pravesh)|Navratri/Durga Puja/Pongal/regional festivals,Rs 500-1500,Every single day,Within last 1 month,More than 10 times,Rs 3001-8000,"Kansa/Bronze Wellness Utensils (plates, bowls, glasses)",Rs 1500-4000,Rs 3000-7000,Word of mouth/referral,Cultural and religious significance|Gifting value,"Yes - premium online brand (P-TAL, CopperStudio, Ellementry)",5,"30-day easy return/replacement/refund guarantee|Transparency on sourcing (which artisan, which workshop)",Festival cashback (15% off Diwali/Navratri/Akshaya Tritiya),3.0,Rs 3001-8000,Maybe - need to see quality and pricing first,"I associate brass with tradition, warmth, and Indian identity."
PTMB0404,45-59 years,Male,West India,Semi-rural area,Rs 40001-75000,3-4 people (small nuclear),Salaried - Private sector,Craft & artistry|Cultural pride,Woodcraft/hand-carved wooden items,Diwali|Weddings,Rs 1500-3500,Only on festivals,1-3 months ago,More than 10 times,Rs 1001-3000,"Brass Pooja Articles (diyas, kalash, thali, idols, ghanta)|Brass Urli and Home Decor (urlis, planters, wall art, showpieces)",Rs 500-1500,Rs 3000-7000,Instagram/Facebook social commerce,Cultural and religious significance|Health and Ayurvedic benefits,Yes - local shops/wholesale/roadside,3,Low-cost trial kit/sample set|Purity/authenticity certificate (NABL lab),Free premium gift wrapping + handwritten note,5.0,Under Rs 1000,Maybe - need to see quality and pricing first,
